id,item_group_id,title,description,link,image_link,price,availability,condition,google_product_category,product_type,additional_image_link,sale_price,brand,gender,age_group,size,size_type,shipping,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4,adwords_redirect
"addtam-led-desk-lamp-power-strip-with-3-outlets-4-usb-charging-ports2-usbc-4-modes-5-level-brightnes","addtam","Addtam Addtam LED Desk Lamp, Power Strip with 3 Outlets 4 USB Charging Ports(2 USBC), 4 Modes 5 Level Brightness Touch Lamp, Small Desk Lamp for Home ","; ; Finish Type Matte Base Material Plastic Bulb Base Prong Product Dimensions 11.8""D x 3.75""W x 14.56""H Item Weight 1.2 pounds | Best for: Desk Lamps | Editor Score: 8.6/10 | Rating: 4.3/5 (1811 reviews) | ASIN: B0D2LGK82V | Brighten up your workspace with Addtam's LED desk lamp. $25.99, 4.5-star reviews. Read now!","https://dawnwire.com/products/addtam-led-desk-lamp-power-strip-with-3-outlets-4-usb-charging-ports2-usbc-4-modes-5-level-brightness-touch-lamp-small-desk-lamp-for-home-office-college-dorm-room-essentials","https://m.media-amazon.com/images/I/61RTVGWbTzL.jpg","22.99 USD","in stock","new","Home & Garden > Home Decor","Addtam > Desk Lamps",,"19.49 USD","Addtam","unisex","adult",,,"US:Standard:0 USD","top_rated","on_sale","no_deal","addtam","desk_lamps",
"elf-sheer-for-it-blush-tint-plums-up","e.l.f.","e.l.f. e.l.f. Sheer For It Blush Tint, Plums Up","A buildable lip and cheek tint that leaves a lasting stain? We’re sheer for it! e.l.f. Cosmetics multi-use Sheer For It Blush Tint has a watery texture that makes it easy as e.l.f. to blend and build up for a dreamy hit of color with a natural finish. Plus, it’s infused with hyal… | Best for: Blush | Editor Score: 8.8/10 | Rating: 4.4/5 (9927 reviews) | ASIN: B0F3J92Z7B | Get e.l.f. Sheer For It Blush Tint for a natural finish. Buildable lip & cheek tint, $5.99. Read reviews!","https://dawnwire.com/products/elf-sheer-for-it-blush-tint-plums-up","https://m.media-amazon.com/images/I/41fc47MxDiL.jpg","26.32 USD","in stock","new","Home & Garden","e.l.f. > Blush",,"5.79 USD","e.l.f.","unisex","adult",,,"US:Standard:0 USD","top_rated","on_sale","no_deal","e.l.f.","blush",
"superdanny-extension-cordflat-plug-surge-protector-power-strip10ft","superdanny","SUPERDANNY SUPERDANNY Extension Cord,Flat Plug Surge Protector Power Strip,10Ft","; ; Brand SUPERDANNY Color White Total Power Outlets 8 Voltage 125 Special Feature Mountable, On And Off Switch, Surge Protection, Usb Slot, Wide Spaced Outlet | Best for: Power Strips | Editor Score: 9.4/10 | Rating: 4.7/5 (7343 reviews) | ASIN: B0DZ254SSR | Get SUPERDANNY 10Ft surge protector power strip with 8 outlets & USB. $25.99. Read reviews now!","https://dawnwire.com/products/superdanny-extension-cordflat-plug-surge-protector-power-strip10ft","https://m.media-amazon.com/images/I/612NrGLfOqL.jpg","19.99 USD","in stock","new","Home & Garden","SUPERDANNY > Power Strips",,"15.99 USD","SUPERDANNY","unisex","adult",,,"US:Standard:0 USD","top_rated","on_sale","no_deal","superdanny","power_strips",
"layron-large-ramen-bowl-ramen-noodle-bowls-microwavable-45-oz-ramen-cooker-microwave-pasta-cooker-ra","layron","Layron Layron Large Ramen Bowl, Ramen Noodle Bowls Microwavable 45 oz, Ramen Cooker, Microwave Pasta Cooker, Ramen Bowl Microwave Gift for College Boy","; ; Bowl Material Polypropylene PP Number of Pieces 1 Brand Layron Color Blue Style Contemporary | Best for: Home & Kitchen | Editor Score: 9.2/10 | Rating: 4.6/5 (1256 reviews) | ASIN: B0DQKY5K3X | Get Layron 45oz microwavable ramen bowl for $10.99. Read reviews & buy now!","https://dawnwire.com/products/layron-large-ramen-bowl-ramen-noodle-bowls-microwavable-45-oz-ramen-cooker-microwave-pasta-cooker-ramen-bowl-microwave-gift-for-college-boys-girls-male-female-dorm-room-blue","https://m.media-amazon.com/images/I/71LhxrzL03L.jpg","13.99 USD","in stock","new","Home & Garden > Kitchen & Dining > Small Kitchen Appliances","Layron > Home & Kitchen",,,"Layron","unisex","adult",,,"US:Standard:0 USD","top_rated","regular_price","no_deal","layron","home_&_kitchen",
"restart","by-gordon-korman-(author)-format:-paperback","by                   Gordon Korman              (Author)                       Format: Paperback Restart","Customer insights: Customer reviews4.7 out of 5 stars4.7 out of 512,508 global ratings5 star4 star3 star2 star1 star5 star82%13%4%0%1%82%5 star4 star3 star2 star1 star4 star82%13%4%0%1%13%5 star4 star3 star2 star1 star3 star82%13%4%0%1%4%5 star4 star3 star2 star1 star2 star82%13%… | Best for: Friendship | Editor Score: 9.4/10 | Rating: 4.7/5 (12508 reviews) | ASIN: 1338053809 | 4.7/5 stars, $8.99. Read reviews & buy Restart paperback by Gordon Korman","https://dawnwire.com/products/restart","https://m.media-amazon.com/images/I/41t0Ftq4qKL.jpg","6.99 USD","in stock","new","Home & Garden","by                   Gordon Korman              (Author)                       Format: Paperback > Friendship",,"5.58 USD","by                   Gordon Korman              (Author)                       Format: Paperback","unisex","adult",,,"US:Standard:0 USD","top_rated","on_sale","no_deal","by_gordon_korman_(author)_format:_paperback","friendship",
"first-day-jitters-the-jitters-series","by-julie-danneberg-(author),-judy-love-(illustrator)-format:-paperback","by                 Julie Danneberg              (Author),                             Judy Love              (Illustrator)                   ","Customer insights: Customer reviews4.8 out of 5 stars4.8 out of 58,171 global ratings5 star4 star3 star2 star1 star5 star91%7%2%0%0%91%5 star4 star3 star2 star1 star4 star91%7%2%0%0%7%5 star4 star3 star2 star1 star3 star91%7%2%0%0%2%5 star4 star3 star2 star1 star2 star91%7%2%0%0%… | Best for: New Experiences | Editor Score: 9.6/10 | Rating: 4.8/5 (8171 reviews) | ASIN: 158089061X | 4.8/5 stars, $7.99. Read reviews for 'First Day Jitters' by Julie Danneberg","https://dawnwire.com/products/first-day-jitters-the-jitters-series","https://m.media-amazon.com/images/I/51Be55wNjfL.jpg","8.99 USD","in stock","new","Home & Garden","by                 Julie Danneberg              (Author),                             Judy Love              (Illustrator)                       Format: Paperback > New Experiences",,"5.98 USD","by                 Julie Danneberg              (Author),                             Judy Love              (Illustrator)                       Format: Paperback","unisex","adult",,,"US:Standard:0 USD","top_rated","on_sale","no_deal","by_julie_danneberg_(author),_judy_love_(illustrator)_format:_paperback","new_experiences",
"lapgear-home-office-pro-lap-desk---black-carbon-fits-156-laptops","lapgear","LapGear LAPGEAR Home Office Pro Lap Desk - Black Carbon, Fits 15.6” Laptops","; ; Brand LapGear Material Polyvinyl Chloride PVC Product Dimensions 14elsef_np;functionP P ; ; Patented integrated mouse pad and phone slot design, cushioned wrist rest, dual-bolster microbead cushion, reinforced carrying handlePatented integrated mouse pad and phone slot design… | Verdict: The LAPGEAR Home Office Pro Lap Desk - Black Carbon, Fits 15.6” Laptops by LapGear delivers outstanding performance for its price of $39.99. It is best suited for shoppers looking for a dependable Lap Desks option — strong value for money overall, with minor trade-offs in the areas our full review h | Best for: Lap Desks | Editor Score: 10/10 | Rating: 4.7/5 (11327 reviews) | ASIN: B07N9L5934 | Elevate your work with LapGear's Pro Lap Desk. $49.99. Read reviews now!","https://dawnwire.com/products/lapgear-home-office-pro-lap-desk---black-carbon-fits-156-laptops","https://m.media-amazon.com/images/I/81BrD6Y4ieL.jpg","49.99 USD","in stock","new","Home & Garden","LapGear > Lap Desks",,"39.99 USD","LapGear","unisex","adult",,,"US:Standard:0 USD","top_rated","on_sale","no_deal","lapgear","lap_desks",
"cleverfy-shower-steamers-aromatherapy-gifts-for-women-and-men-6-tablets","cleverfy","CLEVERFY Cleverfy Shower Steamers Aromatherapy Gifts for Women and Men, 6 Tablets","Purple Gift Pouch | Customer insights: Customer reviews4.4 out of 5 stars4.4 out of 545,471 global ratings5 star4 star3 star2 star1 star5 star69%14%10%3%4%69%5 star4 star3 star2 star1 star4 star69%14%10%3%4%14%5 star4 star3 star2 star1 star3 star69%14%10%3%4%10%5 star4 star3 star… | Verdict: The Cleverfy Shower Steamers Aromatherapy Gifts for Women and Men, 6 Tablets by CLEVERFY delivers solid performance for its price of $9.99. It is best suited for shoppers looking for a dependable Shower Steamers option — strong value for money overall, with minor trade-offs in the areas our full rev | Best for: Shower Steamers | Editor Score: 9/10 | Rating: 4.4/5 (45471 reviews) | ASIN: B07L5QGF38 | Relax with Cleverfy Shower Steamers. $9.99, 4.4/5 stars, 54k+ reviews. Shop now!","https://dawnwire.com/products/cleverfy-shower-steamers-aromatherapy-gifts-for-women-and-men-6-tablets","https://m.media-amazon.com/images/I/81U5hH6AovL.jpg","16.99 USD","in stock","new","Home & Garden > Kitchen & Dining > Small Kitchen Appliances","CLEVERFY > Shower Steamers",,"9.99 USD","CLEVERFY","unisex","adult",,,"US:Standard:0 USD","top_rated","on_sale","no_deal","cleverfy","shower_steamers",
"black-gold-confetti-balloons-50-pack---12-inch-gold-white-and-black-confetti-balloons-with-ribbons-f","zesliwy","Zesliwy Black Gold Confetti Balloons 50 pack - 12 Inch Gold White and Black Confetti Balloons with Ribbons for Graduation Birthday Wedding Party Decor","; ; Occasion Birthday Color Black Gold White Included Components Balloon Arch Theme Party Material Rubber Unit Count 50 Count Item dimensions L x W x H 0.04 x 0.04 x 0.04 inches Size 12 Inch Pack of 50 Brand Zesliwy CPSIA Cautionary Statement Choking Hazard - Balloon See more | Verdict: The Black Gold Confetti Balloons 50 pack - 12 Inch Gold White and Black Confetti Balloons with Ribbons for Graduation Birthday Wedding Party Decorations by Zesliwy delivers outstanding performance for its price of $6.99. It is best suited for shoppers looking for a dependable Balloons option — stron | Best for: Balloons | Editor Score: 10/10 | Rating: 4.7/5 (11396 reviews) | ASIN: B08GJ9GLHH | Get 50-pack 12-inch balloons for $10.99! Perfect for graduation, birthday, wedding parties. 4.5-star review","https://dawnwire.com/products/black-gold-confetti-balloons-50-pack---12-inch-gold-white-and-black-confetti-balloons-with-ribbons-for-graduation-birthday-wedding-party-decorations","https://m.media-amazon.com/images/I/716f4MUrYCL.jpg","8.99 USD","in stock","new","Home & Garden","Zesliwy > Balloons",,"6.99 USD","Zesliwy","unisex","adult",,,"US:Standard:0 USD","top_rated","on_sale","no_deal","zesliwy","balloons",
"faber-castell-kneadable-eraser-for-artists-in-storage-case---absorbent-kneaded-erasers-art-eraser-1-","faber-castell","Faber-Castell Faber-Castell Kneadable Eraser for Artists in Storage Case - Absorbent Kneaded Erasers, Art Eraser 1 Pack, Grey","; ; Brand Faber-Castell Color Grey Material Rubber Product Dimensions 1.93""L x 1.93""W Recommended Uses For Product Drawing | Verdict: The Faber-Castell Kneadable Eraser for Artists in Storage Case - Absorbent Kneaded Erasers, Art Eraser 1 Pack, Grey by Faber-Castell delivers outstanding performance for its price of $3.98. It is best suited for shoppers looking for a dependable Erasers option — strong value for money overall, with  | Best for: Erasers | Editor Score: 10/10 | Rating: 4.7/5 (20936 reviews) | ASIN: B01EFPZHOO | Get Faber-Castell's absorbent kneaded eraser for artists. $5.99. Read reviews now!","https://dawnwire.com/products/faber-castell-kneadable-eraser-for-artists-in-storage-case---absorbent-kneaded-erasers-art-eraser-1-pack-grey","https://m.media-amazon.com/images/I/71RZ1at8eAL.jpg","3.98 USD","in stock","new","Home & Garden","Faber-Castell > Erasers",,,"Faber-Castell","unisex","adult",,,"US:Standard:0 USD","top_rated","regular_price","no_deal","faber-castell","erasers",
"vitever-130-sets---2-oz-jello-shot-cups-small-plastic-containers-with-lids-airtight-and-stackable-po","vitever","VITEVER VITEVER 130 sets - 2 oz Jello Shot Cups, Small Plastic Containers with Lids, Airtight and Stackable Portion Cups, Salad Dressing Container, Di","; ; Brand VITEVER Color Clear Material Polypropylene Material Feature Food Grade, Freezer Safe Capacity 2 ounces | Verdict: The VITEVER 130 sets - 2 oz Jello Shot Cups, Small Plastic Containers with Lids, Airtight and Stackable Portion Cups, Salad Dressing Container, Dipping Sauce Cups, Condiment Cups by VITEVER delivers outstanding performance for its price of $9.99. It is best suited for shoppers looking for a dependab | Best for: Souffle Cups | Editor Score: 10/10 | Rating: 4.7/5 (4191 reviews) | ASIN: B09YGRM35C | Get 130 airtight VITEVER cups for $, read reviews & buy now!","https://dawnwire.com/products/vitever-130-sets---2-oz-jello-shot-cups-small-plastic-containers-with-lids-airtight-and-stackable-portion-cups-salad-dressing-container-dipping-sauce-cups-condiment-cups","https://m.media-amazon.com/images/I/71vIHuN1YML.jpg","14.99 USD","in stock","new","Home & Garden","VITEVER > Souffle Cups",,"9.99 USD","VITEVER","unisex","adult",,,"US:Standard:0 USD","top_rated","on_sale","no_deal","vitever","souffle_cups",
"qttier-educated-af-banner-funny-graduation-party-decor","qttier","Qttier Qttier Educated AF Banner, Funny Graduation Party Decor","; ; Theme graduation Color Gold ＆ Black-02 Brand Qttier Recommended Uses For Product Party Occasion Graduation Material Paper Special Feature Pre-strung Product Dimensions 4.7""L x 3.5""W Fabric Type Paper Product Care Instructions Hang It See more | Verdict: The Qttier Educated AF Banner, Funny Graduation Party Decor by Qttier delivers outstanding performance for its price of $9.99. It is best suited for shoppers looking for a dependable Banners option — strong value for money overall, with minor trade-offs in the areas our full review highlights. | Best for: Banners | Editor Score: 10/10 | Rating: 4.8/5 (658 reviews) | ASIN: B07PB4L2KN | Celebrate in style with Qttier's Educated AF banner, $10.99, 4.5-star reviews","https://dawnwire.com/products/qttier-educated-af-banner-funny-graduation-party-decor","https://m.media-amazon.com/images/I/61ITfyDiHOL.jpg","9.99 USD","in stock","new","Home & Garden","Qttier > Banners",,,"Qttier","unisex","adult",,,"US:Standard:0 USD","top_rated","regular_price","no_deal","qttier","banners",
"40-pcs-acrylic-paint-set---24-colors-2oz60ml-with-12-brushes-2-knives-palette---rich-pigments-for-ad","vigorfun","VigorFun 40 Pcs Acrylic Paint Set - 24 Colors (2oz/60ml) with 12 Brushes, 2 Knives & Palette - Rich Pigments for Adult, Artists & Beginners - Painting","; ; Brand VigorFun Color Classic Finish Type Matte Size 2 Fl Oz Pack of 24 Item Volume 2 fluid ounces Special Feature Non Toxic Unit Count 48 Fluid Ounces Paint Type Acrylic Specific Uses For Product Interior/Exterior Surface Recommendation Canvas, Stone, Glass, Ceramics, Fabrics… | Verdict: The 40 Pcs Acrylic Paint Set - 24 Colors (2oz/60ml) with 12 Brushes, 2 Knives & Palette - Rich Pigments for Adult, Artists & Beginners - Painting on Halloween Pumpkin Canvas Ceramic Rock Wood by VigorFun delivers outstanding performance for its price of $18.38. It is best suited for shoppers looking | Best for: Kits | Editor Score: 9/10 | Rating: 4.6/5 (1368 reviews) | Deal: Apply $2 coupon Terms [data-se | ASIN: B0CG2VXP96 | Get VigorFun 40pc paint set, $25.99, 4.5/5 stars, 1200+ reviews, paint on canvas, wood, ceramics & more","https://dawnwire.com/products/40-pcs-acrylic-paint-set---24-colors-2oz60ml-with-12-brushes-2-knives-palette---rich-pigments-for-adult-artists-beginners---painting-on-halloween-pumpkin-canvas-ceramic-rock-wood","https://m.media-amazon.com/images/I/81W986sy5gL.jpg","49.99 USD","in stock","new","Home & Garden","VigorFun > Kits",,"18.38 USD","VigorFun","unisex","adult",,,"US:Standard:0 USD","top_rated","on_sale","has_deal","vigorfun","kits",
"book-lightrechargeable-reading-light-for-books-in-bed-at-night","hionxmga","HIONXMGA Book Light,Rechargeable Reading Light for Books in Bed at Night","; ; Finish Type Matte Base Material Plastic Bulb Base E26 Product Dimensions 11""D x 1.69""W x 0.59""H Item Weight 1.4 ounces | Verdict: The Book Light,Rechargeable Reading Light for Books in Bed at Night by HIONXMGA delivers solid performance for its price of $8.19. It is best suited for shoppers looking for a dependable Books option — strong value for money overall, with minor trade-offs in the areas our full review highlights. | Best for: Books | Editor Score: 9/10 | Rating: 4.4/5 (7387 reviews) | Deal: Apply 19% coupon Shop items | ASIN: B0CFVPVQ23 | Rechargeable reading light for $9.99. Read reviews & buy now","https://dawnwire.com/products/book-lightrechargeable-reading-light-for-books-in-bed-at-night","https://m.media-amazon.com/images/I/61MXQNRn-gL.jpg","18.99 USD","in stock","new","Home & Garden","HIONXMGA > Books",,"8.19 USD","HIONXMGA","unisex","adult",,,"US:Standard:0 USD","top_rated","on_sale","has_deal","hionxmga","books",
"tamaki-erasers-large-white-6-pack","tamaki","Tamaki Tamaki Erasers, Large, White, 6 Pack","; ; Brand Tamaki Color White Product Dimensions 2""L x 1""W Recommended Uses For Product Pencil Special Feature Latex-Free | Verdict: The Tamaki Erasers, Large, White, 6 Pack by Tamaki delivers outstanding performance for its price of $4.99. It is best suited for shoppers looking for a dependable Standard Pencil Erasers option — strong value for money overall, with minor trade-offs in the areas our full review highlights. | Best for: Standard Pencil Erasers | Editor Score: 10/10 | Rating: 4.7/5 (2764 reviews) | ASIN: B0B2NTNCP5 | Latex-free erasers, $2.99, 4.5-star review, buy now!","https://dawnwire.com/products/tamaki-erasers-large-white-6-pack","https://m.media-amazon.com/images/I/716YBLPCc7L.jpg","5.99 USD","in stock","new","Electronics > Audio & Video > Video Equipment","Tamaki > Standard Pencil Erasers",,"4.99 USD","Tamaki","unisex","adult",,,"US:Standard:0 USD","top_rated","on_sale","no_deal","tamaki","standard_pencil_erasers",
"one-beat-small-led-desk-lamp-power-strip-5ft-extension-cord-with-3-outlets-4-usb-ports2-usb-c-4-mode","one-beat","One Beat One Beat Small LED Desk Lamp Power Strip 5ft Extension Cord with 3 Outlets 4 USB Ports(2 USB C), 4 Modes, 5 Level Touch Lamp Study Reading Li","; ; Brand One Beat Color White Total Power Outlets 3 Voltage 120 volts Special Feature functionf functionP P ; ; 5 Ft Power Strip with 3 Outlets 4 USB Charging Ports 2 USB C, Dimmable LED desk lamp, Full Adjustable, Memory Function, Touch Control5 Ft Power Strip with 3 Outlets 4 … | Verdict: The One Beat Small LED Desk Lamp Power Strip 5ft Extension Cord with 3 Outlets 4 USB Ports(2 USB C), 4 Modes, 5 Level Touch Lamp Study Reading Light, Home Office Bedroom College Dorm Room Essentials,White by One Beat delivers outstanding performance for its price of $17.99. It is best suited for sho | Best for: Power Strips | Editor Score: 9/10 | Rating: 4.5/5 (1816 reviews) | ASIN: B0CRY97FPB | Get One Beat LED desk lamp with 5ft power strip, 3 outlets & 4 USB ports. $29.99. Read reviews now!","https://dawnwire.com/products/one-beat-small-led-desk-lamp-power-strip-5ft-extension-cord-with-3-outlets-4-usb-ports2-usb-c-4-modes-5-level-touch-lamp-study-reading-light-home-office-bedroom-college-dorm-room-essentialswhite","https://m.media-amazon.com/images/I/61ndeyWcaHL.jpg","21.99 USD","in stock","new","Home & Garden","One Beat > Power Strips",,"17.99 USD","One Beat","unisex","adult",,,"US:Standard:0 USD","top_rated","on_sale","no_deal","one_beat","power_strips",
"tmol-art-supplies-175-pack-deluxe-art-set-drawing-painting-kit-with-2-drawing-pads-acrylic-paints-co","color-more","Color More TMOL Art Supplies, 175-Pack Deluxe Art Set Drawing Painting Kit with 2 Drawing Pads, Acrylic Paints, Colored Pencils, Crayons, Art Kit in W","; ; Brand TMOL Included Components Brush, Palette, Pencil, Sharpener, Sandpaper, Eraser, Drawing Pad, Acrylic Pad Color Cherry Finish Type Wood Size 9.6 Fl Oz Pack of 1 Item Volume 12 ml Special Feature Eco Friendly Unit Count 9.6 Fluid Ounces Paint Type Acrylic Specific Uses For… | Verdict: The TMOL Art Supplies, 175-Pack Deluxe Art Set Drawing Painting Kit with 2 Drawing Pads, Acrylic Paints, Colored Pencils, Crayons, Art Kit in Wooden Case, Gift for Artist, Adults, Teens and Kids by Color More delivers outstanding performance for its price of $38.99. It is best suited for shoppers lo | Best for: Art Sets | Editor Score: 9/10 | Rating: 4.6/5 (3077 reviews) | ASIN: B09D3R2692 | Get TMOL 175-Pc Deluxe Art Set for $50.99! 4.5-star art supplies kit with paints, pencils & more. Read reviews now!","https://dawnwire.com/products/tmol-art-supplies-175-pack-deluxe-art-set-drawing-painting-kit-with-2-drawing-pads-acrylic-paints-colored-pencils-crayons-art-kit-in-wooden-case-gift-for-artist-adults-teens-and-kids","https://m.media-amazon.com/images/I/81Hv+R5sIEL.jpg","38.99 USD","in stock","new","Home & Garden","Color More > Art Sets",,,"Color More","unisex","adult",,,"US:Standard:0 USD","top_rated","regular_price","no_deal","color_more","art_sets",
"2x3x10x-magnifying-vanity-mirror-with-light-trifold-makeup-mirror","huonul","HUONUL 2X/3X/10X Magnifying Vanity Mirror with Light, Trifold Makeup Mirror","This is a modal window. | Customer insights: Customer reviews4.4 out of 5 stars4.4 out of 522,330 global ratings5 star4 star3 star2 star1 star5 star70%13%9%3%5%70%5 star4 star3 star2 star1 star4 star70%13%9%3%5%13%5 star4 star3 star2 star1 star3 star70%13%9%3%5%9%5 star4 star3 st… | Verdict: The 2X/3X/10X Magnifying Vanity Mirror with Light, Trifold Makeup Mirror by HUONUL delivers solid performance for its price of $27.99. It is best suited for shoppers looking for a dependable Makeup Mirrors option — strong value for money overall, with minor trade-offs in the areas our full review hi | Best for: Makeup Mirrors | Editor Score: 9/10 | Rating: 4.4/5 (22330 reviews) | ASIN: B09F2J4SX1 | 4.4/5 stars, $25-$40. Best trifold makeup mirror with light. Read reviews & buy now!","https://dawnwire.com/products/2x3x10x-magnifying-vanity-mirror-with-light-trifold-makeup-mirror","https://m.media-amazon.com/images/I/412BtzhHOyL.jpg","37.99 USD","in stock","new","Health & Beauty > Personal Care > Skin Care","HUONUL > Makeup Mirrors",,"27.99 USD","HUONUL","unisex","adult",,,"US:Standard:0 USD","top_rated","on_sale","no_deal","huonul","makeup_mirrors",
"transon-art-portfolio-case-artist-backpack-canvas-bag-large-26-x-195","transon","TRANSON TRANSON Art Portfolio Case Artist Backpack Canvas Bag Large 26” x 19.5”","For Every Art Dream | Customer insights: Customer reviews4.5 out of 5 stars4.5 out of 52,296 global ratings5 star4 star3 star2 star1 star5 star74%14%6%2%4%74%5 star4 star3 star2 star1 star4 star74%14%6%2%4%14%5 star4 star3 star2 star1 star3 star74%14%6%2%4%6%5 star4 star3 star2 s… | Verdict: The TRANSON Art Portfolio Case Artist Backpack Canvas Bag Large 26” x 19.5” by TRANSON delivers outstanding performance for its price of $24.90. It is best suited for shoppers looking for a dependable Portfolios option — strong value for money overall, with minor trade-offs in the areas our full rev | Best for: Portfolios | Editor Score: 9/10 | Rating: 4.5/5 (2296 reviews) | ASIN: B07BHKPT3N | Large canvas bag for $50+ | 4.5/5 stars, 2,296 reviews. Shop now!","https://dawnwire.com/products/transon-art-portfolio-case-artist-backpack-canvas-bag-large-26-x-195","https://m.media-amazon.com/images/I/81RIMwcnXGL.jpg","24.90 USD","in stock","new","Home & Garden","TRANSON > Portfolios",,,"TRANSON","unisex","adult",,,"US:Standard:0 USD","top_rated","regular_price","no_deal","transon","portfolios",
"existential-crisis-duck-lamp-night-light-white-elephant-gifts","yr-yrhh-pet","YR YRHH-PET Existential Crisis Duck Lamp Night Light, White Elephant Gifts","; ; Finish Type Oil Rubbed Base Material Silicone Bulb Base Flanged Product Dimensions 8.26""D x 4.05""W x 2.44""H Item Weight 5.44 ounces | Verdict: The Existential Crisis Duck Lamp Night Light, White Elephant Gifts by YR YRHH-PET delivers outstanding performance for its price of $16.99. It is best suited for shoppers looking for a dependable Night Lights option — strong value for money overall, with minor trade-offs in the areas our full review | Best for: Night Lights | Editor Score: 10/10 | Rating: 4.8/5 (764 reviews) | ASIN: B0DRL96PCC | Quirky night light under $20. Read reviews now!","https://dawnwire.com/products/existential-crisis-duck-lamp-night-light-white-elephant-gifts","https://m.media-amazon.com/images/I/61Ya2XgGpQL.jpg","16.99 USD","in stock","new","Home & Garden","YR YRHH-PET > Night Lights",,,"YR YRHH-PET","unisex","adult",,,"US:Standard:0 USD","top_rated","regular_price","no_deal","yr_yrhh-pet","night_lights",
"layron-large-ramen-bowl-ramen-noodle-bowls-microwavable-45-oz-ramen-cooker-microwave-pasta-cooker-ra","layron","Layron Layron Large Ramen Bowl, Ramen Noodle Bowls Microwavable 45 oz, Ramen Cooker, Microwave Pasta Cooker, Ramen Bowl Microwave Gift for College Mal","; ; Bowl Material Polypropylene PP Number of Pieces 1 Brand Layron Color Black Style Contemporary | Verdict: The Layron Large Ramen Bowl, Ramen Noodle Bowls Microwavable 45 oz, Ramen Cooker, Microwave Pasta Cooker, Ramen Bowl Microwave Gift for College Male Female Dorm Room (black) by Layron delivers outstanding performance for its price of $13.99. It is best suited for shoppers looking for a dependable Ho | Best for: Home & Kitchen | Editor Score: 9/10 | Rating: 4.6/5 (1256 reviews) | ASIN: B0DQL22Q6F | Shop Layron Large Ramen Bowl, Ramen Noodle Bowls Microwavable 45 oz, Ramen Cooker, Microwave Pasta Cooker, Ramen Bowl Microwave Gift for College Male Female Dorm Room (black) on DawnWire. Read the full review, compare prices, and check the latest deals.","https://dawnwire.com/products/layron-large-ramen-bowl-ramen-noodle-bowls-microwavable-45-oz-ramen-cooker-microwave-pasta-cooker-ramen-bowl-microwave-gift-for-college-male-female-dorm-room-black","https://m.media-amazon.com/images/I/71BqZwMbaTL.jpg","13.99 USD","in stock","new","Home & Garden > Kitchen & Dining > Small Kitchen Appliances","Layron > Home & Kitchen",,,"Layron","unisex","adult",,,"US:Standard:0 USD","top_rated","regular_price","no_deal","layron","home_&_kitchen",
"caliart-176pcs-art-supplies-sketching-kit-100-sheets-3-color-sketch-book","caliart","Caliart Caliart 176PCS Art Supplies Sketching Kit, 100 Sheets 3-Color Sketch Book","; ; Brand Caliart Recommended Uses For Product Painting,Sketching,Coloring,Drawing Writing Instrument Form Multifunction Writing Instruments Color Black Ink Color Multicolor | Verdict: The Caliart 176PCS Art Supplies Sketching Kit, 100 Sheets 3-Color Sketch Book by Caliart delivers outstanding performance for its price of $25.99. It is best suited for shoppers looking for a dependable Art Sets option — strong value for money overall, with minor trade-offs in the areas our full rev | Best for: Art Sets | Editor Score: 10/10 | Rating: 4.8/5 (4006 reviews) | ASIN: B0B7N2Q1NQ | Get Caliart 176PCS Art Supplies Kit, $25.99, 4.5/5 stars, Read reviews","https://dawnwire.com/products/caliart-176pcs-art-supplies-sketching-kit-100-sheets-3-color-sketch-book","https://m.media-amazon.com/images/I/81fdzjwyfcL.jpg","25.99 USD","in stock","new","Home & Garden","Caliart > Art Sets",,,"Caliart","unisex","adult",,,"US:Standard:0 USD","top_rated","regular_price","no_deal","caliart","art_sets",
"muchcute-micro-fineliner-drawing-art-pens12-black-art-supplies-adult-craft","kousicoo","KOUSICOO Muchcute Micro Fineliner Drawing Art Pens,12 Black Art Supplies Adult Craft","; ; Brand KOUSICOO Material functionf functionP P ; ; Art Stuff, Art Supplies, Drawing Supplies, Drawing kit, Manga Pens, Paint, Painting, Professional Art SuppliesArt Stuff, Art Supplies, Drawing Supplies, Drawing kit, Manga Pens, Paint, Painting, Professional Art Supplies See m… | Verdict: The Muchcute Micro Fineliner Drawing Art Pens,12 Black Art Supplies Adult Craft by KOUSICOO delivers outstanding performance for its price of $9.99. It is best suited for shoppers looking for a dependable Markers option — strong value for money overall, with minor trade-offs in the areas our full re | Best for: Markers | Editor Score: 9/10 | Rating: 4.5/5 (8859 reviews) | ASIN: B0BNDN87NX | Get KOUSICOO Micro Fineliners for $, 4.5-star art pens for drawing & manga. Read reviews now!","https://dawnwire.com/products/muchcute-micro-fineliner-drawing-art-pens12-black-art-supplies-adult-craft","https://m.media-amazon.com/images/I/71VTH8agkbL.jpg","17.99 USD","in stock","new","Home & Garden","KOUSICOO > Markers",,"9.99 USD","KOUSICOO","unisex","adult",,,"US:Standard:0 USD","top_rated","on_sale","no_deal","kousicoo","markers",
